id,team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
1969,oregon-state,1981,Pac-10,0.833,69.6,Lester Conner,30,0,36.9,0.517,0,0,0.745,5.4,5.1,3,0.1,2.7,14.9,Ralph Miller 
1970,oral-roberts,1981,MW City,0.6,76.6,Lester Gill,28,0,0,0.521,0,0,0.667,5,1.3,1,0.6,2.5,12.2,Ken Hayes 
1971,oklahoma,1981,Big 8,0.667,75.4,Lester Pace,29,11,17.8,0.496,0,0,0.537,4.4,0.3,0.3,1.4,1.1,5.1,Billy Tubbs 
1972,west-virginia,1981,EAA,0.871,74.2,Lester Rowe,31,0,26.1,0.518,0,0,0.667,5.5,1.3,0.7,0.2,2.5,9.9,Gale Catlett 
1973,indiana-state,1981,MVC,0.333,67.6,Lester Wright,27,0,0,0.435,0,0,0.704,5.2,2.2,0,0,0,12.9,Bill Hodges 
1974,yale,1981,Ivy,0.5,66.2,Lew Hyacinthe,7,0,0.7,0.2,0,0,0.4,0.6,0,0,0,0,0.6,Ray Carazo 
1975,south-florida,1981,Sun Belt,0.607,64.2,Lewis Card,20,14,24.8,0.595,0,0,0.552,1.7,3.9,0.9,0,2.5,3,Lee Rose 
1976,south-florida,1981,Sun Belt,0.607,64.2,Lewis Shepherd,24,1,6.3,0.357,0,0,0.611,1,0.3,0.3,0,0.3,0.9,Lee Rose 
1977,niagara,1981,ECACN,0.655,76.5,Lewis Watson,25,0,7.3,0.47,0,0,0.4,1.4,0.2,0.3,0.2,0.5,2.7,Pete Lonergan 
1978,alabama-birmingham,1981,Sun Belt,0.806,73.5,Lex Drum,25,3,13.7,0.59,0,0,0.619,2.4,1,0.3,0.2,0.7,3.4,Gene Bartow 
1979,rice,1981,SWC,0.5,66.9,Lindsey Stewart,11,0,3.1,0.429,0,0,1,0.2,0.1,0.2,0,0.2,1.4,Tommy Suitts 
1980,james-madison,1981,ECACS,0.8,62.2,Linton Townes,30,30,35.5,0.552,0,0,0.797,5.9,2,1.1,0.6,2.3,16.3,Lou Campanelli 
1981,cleveland-state,1981,Ind,0.63,75.3,Lionel King,19,3,0,0.467,0,0,0.579,1.9,0.5,0.1,0.1,0,2.8,Ray Dieringer 
1982,saint-louis,1981,Metro,0.222,65.4,Lionell Hampton,21,0,8.6,0.373,0,0,0.45,1.5,0.2,0,0,0.5,2.2,Ron Ekker 
1983,texas-am,1981,SWC,0.645,72.2,Lionnel Bluntson,25,0,13.6,0.475,0,0,0.577,2.6,0.1,0.2,0.5,0.9,4.4,Shelby Metcalf 
1984,tennessee-tech,1981,OVC,0.462,68.2,Lonnie Boone,26,9,20.9,0.5,0,0,0.611,2.3,0.3,0.4,0,0.8,7,Tom Deaton 
1985,northern-iowa,1981,Ind,0.444,61.1,Lonnie Meade,27,0,0,0.381,0,0,0.628,1.6,0,0,0,0,4,Jim Berry 
1986,iowa-state,1981,Big 8,0.37,67.4,Lonzell Simmons,3,0,4,0.5,0,0,0.75,0.7,0.7,0.3,0,0.7,3,Johnny Orr 
1987,oklahoma-state,1981,Big 8,0.556,71.4,Lorenza Andrews,27,11,19.5,0.545,0,0,0.676,1.9,1.4,0.6,0.2,1.8,7.6,Paul Hansen 
1988,north-carolina-state,1981,ACC,0.688,57.5,Lorenzo Charles,24,0,6,0.5,0,0,0.625,1.2,0,0,0.1,0.4,2.2,Jim Valvano 
1989,st-francis-ny,1981,ECACM,0.37,65.1,Lorenzo Distant,27,18,28.5,0.446,0,0,0.635,4.9,1.2,0.9,0.4,1.9,8.9,Gene Roberti 
1990,siena,1981,ECACM,0.536,70.2,Lou Fedullo,24,2,8.5,0.449,0,0,0.818,1.2,0.5,0.2,0,0.6,2.2,Bill Kirsch 
1991,saint-francis-pa,1981,ECACM,0.231,71.3,Lou Schmitt,26,22,30,0.585,0,0,0.678,6.3,0.6,0.9,0.5,1.8,11.1,Dave Magarity 
1992,illinois-state,1981,MVC,0.586,66.4,Lou Stefanovic,19,0,4,0.5,0,0,0.875,1.2,0.2,0.2,0.1,0.4,1.4,Bob Donewald 
1993,citadel,1981,Southern,0.5,67.9,Louie Gilbert,28,0,0,0.473,0,0,0.812,4.6,1.6,0.7,0.1,0,13,Les Robinson 
1994,colgate,1981,ECACN,0.32,58,Lowell Steen,9,0,3.4,0.313,0,0,0.5,0.4,0.1,0.1,0,0.1,1.4,Mike Griffin 
1995,middle-tennessee,1981,OVC,0.733,64.3,Lucious Hailey,30,24,25.1,0.39,0,0,0.614,3.7,1.8,0.6,1,1.5,5.4,Stan Simpson 
1996,alabama-birmingham,1981,Sun Belt,0.806,73.5,Luellen Foster,31,26,28.8,0.522,0,0,0.726,3,2.6,1.2,0.2,1.4,7.8,Gene Bartow 
1997,manhattan,1981,MAAC,0.407,61.9,Luke Johnson,27,0,17.6,0.539,0,0,0.831,3.5,0.1,0.3,0.9,1.9,5.9,Gordon Chiesa 
1998,texas-el-paso,1981,WAC,0.714,62.6,Luster Goodwin,28,0,13.4,0.468,0,0,0.833,0.8,1,0.5,0,0.6,4,Don Haskins 
1999,illinois-chicago,1981,Ind,0.519,68.6,Luther Hughes,14,0,0,0.2,0,0,0.333,1,0,0,0,0,0.7,Tom Meyer 
2000,houston,1981,SWC,0.758,81.4,Lynden Rose,33,30,28.2,0.568,0,0,0.554,1.5,4,1.1,0.2,1.7,8.6,Guy Lewis 
2001,butler,1981,MW City,0.259,63.6,Lynn Mitchem,27,0,0,0.551,0,0,0.75,7.2,0,0,0,0,19.8,Joe Sexson 
2002,north-carolina,1981,ACC,0.941,66.7,Lynwood Robinson,14,0,0,0.636,0,0,0.2,0.2,0.2,0.3,0,0.4,1.1,Dean Smith 
2003,san-diego-state,1981,WAC,0.69,73,M Rasmussen,0,0,0,0,0,0,0,0,0,0,0,0,0,Smokey Gaines 
2004,bethune-cookman,1981,MEAC,0.357,65.3,M. Malcolm,27,0,0,0.399,0,0,0.704,5,0.4,0.4,0.3,0,5.2,Cy McClairen 
2005,mississippi-state,1981,SEC,0.296,49.5,Mackey Whyte,27,0,23.7,0.356,0,0,0.564,2.7,1.9,0.6,0.2,0,2.4,Bob Boyd 
2006,arkansas-little-rock,1981,A-Sun,0.704,72.6,Mal Mihaklovich,15,0,3.5,0.333,0,0,0.5,0.1,0.4,0,0.1,0.5,0.2,Ron Kestenbaum 
2007,iowa-state,1981,Big 8,0.37,67.4,Malvin Warrick,27,20,28.2,0.422,0,0,0.671,5.4,2.4,1,0.1,1.9,8.9,Johnny Orr 
2008,austin-peay,1981,OVC,0.231,59.2,Mandel Stockton,26,0,0,0.595,0,0,0.509,4.7,1.1,0.7,0.3,1.8,7.1,Ron Bargatze 
2009,marquette,1981,Ind,0.719,69.9,Mandy Johnson,32,3,13.3,0.429,0,0,0.642,1,2,0.6,0,0,3.7,Hank Raymonds 
2010,louisville,1981,Metro,0.697,73.8,Manuel Forrest,20,0,7.9,0.509,0,0,0.471,1.4,0.5,0.2,0.2,0.8,3.1,Denny Crum 
2011,tennessee-tech,1981,OVC,0.462,68.2,Marc Burnett,25,1,27.1,0.508,0,0,0.747,2.6,2,0.8,0,1.2,9.9,Tom Deaton 
2012,clemson,1981,ACC,0.5,69.6,Marc Campbell,20,9,18.6,0.486,0,0,0.909,1.1,2.7,0.5,0.1,1.6,4.4,Bill C. Foster 
2013,air-force,1981,WAC,0.296,51.1,Marc Duncan,27,19,22.4,0.477,0,0,0.561,4.7,0.6,0.1,0.4,0,5,Hank Egan 
2014,montana,1981,Big Sky,0.63,65.4,Marc Glass,27,27,31.2,0.424,0,0,0.766,2.6,2.9,1.3,0.1,2.9,9.4,Mike Montgomery 
2015,notre-dame,1981,Ind,0.37,59.6,Marc Kelly,11,0,1.9,0.333,0,0,0.4,0.4,0.5,0.2,0,0,0.5,Digger Phelps 
2016,marquette,1981,Ind,0.719,69.9,Marc Marotta,31,28,25,0.492,0,0,0.791,4.4,1,0.6,0.5,0,8.5,Hank Raymonds 
2017,east-tennessee-state,1981,Southern,0.464,80.6,Marc Quesenberry,28,0,0,0.532,0,0,0.87,2.1,0,0,0,0,7.3,Jim Hallahan 
2018,rhode-island,1981,EAA,0.37,68.7,Marc Upshaw,25,23,33.3,0.51,0,0,0.64,8.7,1.7,1.7,0.7,2.8,16.9,Claude English 
2019,charleston-southern,1981,Ind,0.5,62.2,Marcus Beasley,20,0,0,0.418,0,0,0.824,1,0,0,0,0,3,Phil Carter 
2020,duquesne,1981,EAA,0.407,65.7,Marcus Long,25,0,10.9,0.439,0,0,0.462,1.1,0.8,0.5,0,0.8,1.7,Mike Rice 
2021,bowling-green-state,1981,MAC,0.621,74.2,Marcus Newbern,29,29,0,0.506,0,0,0.79,3.6,1.7,1.5,0.3,2.9,20.1,John Weinert 
2022,east-tennessee-state,1981,Southern,0.464,80.6,Marcus Reese,28,0,0,0.42,0,0,0.746,5.2,0,0,0,0,9.5,Jim Hallahan 
2023,california-santa-barbara,1981,PCAA,0.385,67.6,Mario Gaines,25,0,32.4,0.497,0,0,0.762,1.4,4,2.6,0.2,3.4,11,Ed DeLacy 
2024,utah,1981,WAC,0.393,64,Mario Williams,26,0,8.5,0.328,0,0,0.182,2.4,0.5,0.2,0,1,1.8,Jerry Pimm 
2025,oral-roberts,1981,MW City,0.6,76.6,Mark Acres,22,0,31.9,0.586,0,0,0.727,8.1,1.7,1.5,1.6,2,14.6,Ken Hayes 
2026,kansas-state,1981,Big 8,0.742,67.6,Mark Bohm,1,0,3,0,0,0,0,1,0,0,0,0,0,Jack Hartman 
2027,auburn,1981,SEC,0.5,69.1,Mark Cahill,24,0,6.6,0.42,0,0,0.833,0.7,0.1,0.2,0.1,0.7,2,Sonny Smith 
2028,st-johns-ny,1981,Big East,0.7,70.1,Mark Calzonetti,7,0,3.1,0.333,0,0,0,0.1,0,0.1,0,0.3,0.3,Lou Carnesecca 
2029,towson,1981,ECACM,0.37,66.4,Mark Cooley,27,0,0,0.481,0,0,0.744,4.4,0,0,0,0,9.6,Vince Angotti 
2030,utah-state,1981,PCAA,0.148,67.4,Mark Cutler,8,0,2.3,0.4,0,0,0,0.6,0,0,0,0,0.5,Rod Tueller 
2031,delaware-state,1981,MEAC,0.5,70.2,Mark Davis,7,0,0,0.467,0,0,0,1.4,0,0,0,0,2,Ajac Triplett 
2032,old-dominion,1981,ECACS,0.6,68.9,Mark Davis,22,1,7.8,0.473,0,0,0.625,1.5,0.7,0.1,0,0.8,2.6,Paul Webb 
2033,louisiana-monroe,1981,A-Sun,0.633,76.2,Mark Dean,20,0,6.5,0.303,0,0,0.647,1,0.9,0.2,0.1,0.6,1.6,Mike Vining 
2034,old-dominion,1981,ECACS,0.6,68.9,Mark Dean,7,0,1.1,0,0,0,0,0.1,0,0,0,0,0,Paul Webb 
2035,robert-morris,1981,ECACM,0.567,71.1,Mark Dobbs,29,0,0,0.433,0,0,0.786,1.9,0.6,0.4,0.1,0.8,3.9,Matt Furjanic 
2036,cincinnati,1981,Metro,0.556,68.9,Mark Dorris,23,6,9.9,0.41,0,0,0.417,2,0.5,0.2,0.2,1,3,Ed Badger 
2037,siena,1981,ECACM,0.536,70.2,Mark Dufort,13,0,7.3,0.471,0,0,0.714,0.6,0.8,0.5,0,0.5,2.4,Bill Kirsch 
2038,ucla,1981,Pac-10,0.778,70.7,Mark Eaton,11,0,3.7,0.417,0,0,0.8,2,0.1,0.1,0.5,0,1.3,Larry Farmer 
2039,kansas,1981,Big 8,0.481,66.3,Mark Ewing,8,0,3.8,0.333,0,0,0.2,0.6,0.1,0.1,0,0,0.9,Ted Owens 
2040,alabama,1981,SEC,0.774,76.6,Mark Farmer,8,0,0,0.222,0,0,0.667,2.5,0.3,0,0,0,1.3,Wimp Sanderson 
2041,maryland,1981,ACC,0.552,61.3,Mark Fothergill,23,13,14.8,0.464,0,0,0.806,2.2,0.4,0.1,0.2,1.1,3.3,Lefty Driesell 
2042,iowa,1981,Big Ten,0.724,65.4,Mark Gannon,28,0,0,0.454,0,0,0.702,5.5,1.6,0.8,0.4,0,8.5,Lute Olson 
2043,indiana-state,1981,MVC,0.333,67.6,Mark Golden,22,0,0,0.448,0,0,0.758,2.3,1.2,0,0,0,4.5,Bill Hodges 
2044,minnesota,1981,Big Ten,0.793,68,Mark Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Dutcher 
2045,northeastern,1981,ECACN,0.767,69.8,Mark Halsel,30,0,32.5,0.576,0,0,0.679,11.2,1,0,0,0,11.3,Jim Calhoun 
2046,maine,1981,ECACN,0.269,62.1,Mark Hedtler,22,2,0,0.387,0,0,0.625,0.5,1,0.3,0.1,1.5,3.1,Skip Chappelle 
2047,nevada,1981,Big Sky,0.679,79.2,Mark Hertenstein,8,0,3,1,0,0,0.625,0.9,0,0.1,0.1,0,1.9,Sonny Allen 
2048,iona,1981,MAAC,0.727,74.1,Mark Hopper,8,0,1.1,0,0,0,1,0,0.3,0.1,0,0,0.3,Pat Kennedy 
2049,ball-state,1981,MAC,0.607,69.9,Mark Jahns,4,0,2,0,0,0,0.5,0.5,0,0,0,0.5,0.3,Steve Yoder 
2050,bucknell,1981,ECC,0.259,62.1,Mark Janaskie,3,0,2.3,0,0,0,0.333,0,0,0,0,0,0.3,Charles Woollum 
2051,creighton,1981,MVC,0.259,63.6,Mark Jones,27,22,16.3,0.452,0,0,0.467,0.6,1.1,0.8,0.2,1.7,3.4,Willie Reed 
2052,st-bonaventure,1981,EAA,0.5,62.5,Mark Jones,28,28,36.9,0.471,0,0,0.838,3.4,3.4,1.7,0.1,3.9,18,Jim Satalin 
2053,arizona,1981,Pac-10,0.333,64.1,Mark Jung,6,1,6.7,0.417,0,0,0,0.7,0,0.2,0.2,0.3,1.7,Fred Snowden 
2054,columbia,1981,Ivy,0.615,55.4,Mark Lay,16,0,19.5,0.452,0,0,0.705,1.8,0.2,0.3,0.3,0,3.7,Buddy Mahar 
2055,east-carolina,1981,ECACS,0.37,64,Mark McLaurin,23,6,17.2,0.429,0,0,0.571,2.1,1.1,0.4,0.1,0.9,4.1,Dave Odom 
2056,california,1981,Pac-10,0.519,66.9,Mark McNamara,27,0,36.9,0.702,0,0,0.541,12.6,0.5,0.4,0.9,2.5,22,Dick Kuchen 
2057,hardin-simmons,1981,A-Sun,0.231,63,Mark Moody,21,0,0,0.455,0,0,0.727,0.9,0,0,0,0,2.8,Jim Hatfield 
2058,detroit-mercy,1981,MW City,0.37,68.4,Mark Moore,24,20,26.3,0.452,0,0,0.524,1.7,3.9,0.9,0.2,2,4.4,Willie McCarter 
2059,fordham,1981,MAAC,0.621,64.3,Mark Murphy,29,0,21.2,0.453,0,0,0.822,1.1,1.7,0.3,0.1,0.5,7.2,Tommy Penders 
2060,american,1981,ECC,0.7,75.2,Mark Nickens,30,29,35.5,0.518,0,0,0.813,5,2.1,2.5,0.1,2,19.2,Gary Williams 
2061,new-orleans,1981,Ind,0.692,73.8,Mark Petteway,26,0,31.8,0.586,0,0,0.69,9.5,1.7,0.8,0.8,2.2,15.2,Don Smith 
2062,temple,1981,ECC,0.704,68.1,Mark Poplawski,5,0,0,0,0,0,0,0.2,0,0,0,0,0,Don Casey 
2063,western-michigan,1981,MAC,0.517,68.4,Mark Roberts,15,0,0,0.345,0,0,0.636,1.3,0.5,0,0,0,1.8,Les Wothke 
2064,canisius,1981,ECACN,0.704,74.6,Mark Rzemek,22,9,18.9,0.495,0,0,0.672,4.2,0.6,0.8,0.1,1.1,6.2,Nick Macarchuk 
2065,boston-college,1981,Big East,0.688,77.8,Mark Schmidt,29,0,6.5,0.423,0,0,0.704,0.6,0.5,0.2,0.1,0.4,1.4,Tom Davis 
2066,portland,1981,WCAC,0.63,65.6,Mark Sheard,21,0,9,0.448,0,0,0.75,1.2,0.4,0.1,0,0.2,3,Jack Avina 
2067,new-mexico,1981,WAC,0.5,70.6,Mark Snow,20,13,19.7,0.467,0,0,0.667,4.7,0.6,0.2,0.9,1.5,6,Gary Colson 
2068,rutgers,1981,EAA,0.667,59.2,Mark Sokolich,5,0,0,0.2,0,0,1,0.2,0.6,0,0,0,0.8,Tom Young 
2069,colorado-state,1981,WAC,0.296,56.9,Mark Steele,25,0,0,0.509,0,0,0.821,6,1,0,0,0,11.7,Tony McAndrews 
2070,kansas,1981,Big 8,0.481,66.3,Mark Summers,18,2,8.2,0.316,0,0,0.833,1.2,0.2,0.4,0.1,0,1.5,Ted Owens 
2071,eastern-illinois,1981,Ind,0.519,69.5,Mark Tarner,11,0,3.9,0.364,0,0,0,0.3,0,0.1,0,0.3,0.7,Rick Samuels 
2072,loyola-md,1981,ECACM,0.407,65.3,Mark Valderas,26,0,0,0.423,0,0,0.696,2.7,0,0,0,0,5.8,Bill Burke 
2073,virginia-military-institute,1981,Southern,0.038,61.7,Mark Vest,26,0,33.1,0.469,0,0,0.793,6,1.5,0,0,3.1,16.3,Charlie Schmaus 
2074,old-dominion,1981,ECACS,0.6,68.9,Mark West,30,30,33.6,0.61,0,0,0.531,10,0.3,0.7,4.1,2,15.7,Paul Webb 
2075,pepperdine,1981,WCAC,0.759,80.9,Mark Wilson,29,1,22.1,0.446,0,0,0.819,1.5,3.5,1,0.1,1.9,5.5,Jim Harrick 
2076,wyoming,1981,WAC,0.767,62.8,Mark Wrapp,30,0,24.7,0.514,0,0,0.672,3.8,2,0.3,0.3,0.8,5,Jim Brandenburg 
2077,illinois-state,1981,MVC,0.586,66.4,Mark Zwart,29,0,16.7,0.506,0,0,0.7,3.9,0.9,0.4,0.6,0.9,3.7,Bob Donewald 
2078,delaware-state,1981,MEAC,0.5,70.2,Marlon Rivers,17,0,0,0.6,0,0,0.308,2,0,0,0,0,3.4,Ajac Triplett 
2079,eastern-michigan,1981,MAC,0.556,67.1,Marlow McClain,27,0,31,0.45,0,0,0.864,2.6,3.9,1.3,0,0,13,Jim Boyce 
2080,maryland-eastern-shore,1981,MEAC,0.231,63.3,Marlowe Barkley,26,0,0,0.452,0,0,0.69,7.9,0,0,0,0,16.8,Kirkland Hall 
2081,louisiana-lafayette,1981,Southland,0.75,76.9,Marshall Grimes,16,0,4.1,0.333,0,0,0.625,0.3,1.3,0.1,0,0.3,0.4,Bobby Paschal 
2082,boston-college,1981,Big East,0.688,77.8,Martin Clark,32,32,27.7,0.484,0,0,0.829,5.2,1.3,0.7,0.1,2.1,8.9,Tom Davis 
2083,villanova,1981,Big East,0.75,73.7,Martin Lutschaunig,11,0,0,0.44,0,0,0.571,0.7,0,0,0,0,2.4,Rollie Massimino 
2084,samford,1981,A-Sun,0.423,67.9,Martin Newton,26,3,0,0.357,0,0,0.739,1.4,2,0,0,0,2.5,Mike Hanks 
2085,mcneese-state,1981,Southland,0.483,73,Martinez Grimes,29,0,0,0.56,0,0,0.679,4.9,0.4,0.4,0.4,1.3,8.6,Glenn Duhon 
2086,cincinnati,1981,Metro,0.556,68.9,Marty Campbell,19,2,11.1,0.592,0,0,0.579,1.2,1.1,0.3,0,1.3,4.2,Ed Badger 
2087,northwestern,1981,Big Ten,0.296,59.6,Marty Clary,15,1,4.8,0.294,0,0,0.813,0.3,0.3,0.2,0,0,1.5,Rich Falk 
2088,kent-state,1981,MAC,0.385,67.3,Marty Harmon,24,0,24,0.489,0,0,0.704,3.7,0.9,0.4,0.5,0,9.9,Ed Douma 
2089,louisville,1981,Metro,0.697,73.8,Marty Pulliam,1,0,4,0.5,0,0,0,1,0,0,0,0,2,Denny Crum 
2090,clemson,1981,ACC,0.5,69.6,Marvin Key,7,1,3.9,0.5,0,0,0.667,0.4,0.3,0.1,0,0,1.7,Bill C. Foster 
2091,alabama-birmingham,1981,Sun Belt,0.806,73.5,Marvin Ray Johnson,21,4,9.2,0.5,0,0,0.75,2,1.2,0.2,0.1,0.6,3,Gene Bartow 
2092,william-mary,1981,ECACS,0.571,62.6,Matt Brooks,14,0,0,0.333,0,0,0.4,1.7,0.1,0.5,0,0.5,1.1,Bruce Parkhill 
2093,oklahoma-state,1981,Big 8,0.556,71.4,Matt Clark,27,25,29.9,0.517,0,0,0.649,3.1,3.3,1.4,0.4,3.5,12.1,Paul Hansen 
2094,pacific,1981,PCAA,0.259,66.4,Matt Colbern,9,0,1.9,0.333,0,0,0,0.3,0.1,0,0,1,0.7,Dick Fichtner 
2095,north-carolina,1981,ACC,0.941,66.7,Matt Doherty,34,0,35.1,0.519,0,0,0.772,3,3.1,0.8,0,1.9,9.3,Dean Smith 
2096,louisiana-state,1981,SEC,0.5,67.9,Matt England,0,0,0,0,0,0,0,0,0,0,0,0,0,Dale Brown 
2097,arkansas-state,1981,Southland,0.577,59,Matt Garner,24,11,0,0.5,0,0,0.7,1,1.5,0.5,0,1.6,3.8,Marvin Adams 
2098,weber-state,1981,Big Sky,0.536,69.7,Matt Hafterson,12,0,6.6,0.444,0,0,0.556,2,0.3,0,0,0.5,1.8,Neil McCarthy 
2099,idaho,1981,Big Sky,0.9,71.3,Matt Haskins,18,0,4.1,0.375,0,0,0.632,0.3,0.4,0.2,0,0.7,1,Don Monson 
2100,charlotte,1981,Sun Belt,0.556,72.6,Matt Houpt,26,21,18.7,0.417,0,0,0.755,2.1,1.2,0.7,0,0,4.8,Mike Pratt 
2101,rider,1981,ECC,0.407,63.7,Matt Lonetto,20,0,7,0.333,0,0,0.706,0.6,0.5,0.2,0,0.6,2.1,John Carpenter 
2102,bucknell,1981,ECC,0.259,62.1,Matt Romberger,1,0,8,1,0,0,0,2,0,0,3,0,6,Charles Woollum 
2103,dartmouth,1981,Ivy,0.269,55.3,Matt Stewart,26,0,0,0.446,0,0,0.612,5.9,1,0.5,0.1,0,5.9,Tim Cohane 
2104,pacific,1981,PCAA,0.259,66.4,Matt Waldron,27,27,37,0.484,0,0,0.763,7.4,2.2,0.6,0.1,2.5,20.1,Dick Fichtner 
2105,eastern-michigan,1981,MAC,0.556,67.1,Maurice Adams,25,0,13.7,0.571,0,0,0.667,1.5,0.8,0.6,0,0,3.4,Jim Boyce 
2106,georgia-tech,1981,ACC,0.385,59.4,Maurice Bradford,26,26,19.2,0.505,0,0,0.532,4.1,2.2,0.6,0.3,3,8.8,Bobby Cremins 
2107,loyola-md,1981,ECACM,0.407,65.3,Maurice Hicks,27,0,0,0.428,0,0,0.803,2,0,0,0,0,13.3,Bill Burke 
2108,alabama,1981,SEC,0.774,76.6,Maurice Myers,8,0,0,0.429,0,0,0.571,3.3,0.1,0,0,0,2,Wimp Sanderson 
2109,florida-state,1981,Metro,0.393,73.9,Maurice Myrick,28,0,22.5,0.447,0,0,0.614,3,1.5,1.1,0.2,0,6.6,Joe Williams 
2110,jacksonville,1981,Sun Belt,0.519,76.2,Maurice Roulhac,21,2,28.2,0.433,0,0,0.818,2.4,3.6,1.4,0,2.6,11.4,Bob Wenzel 
2111,southern-california,1981,Pac-10,0.679,71.9,Maurice Williams,28,0,0,0.483,0,0,0.789,5.1,2.4,0.9,0.4,0,14.5,Stan Morrison 
2112,ball-state,1981,MAC,0.607,69.9,Maurice Womack,4,0,1.5,0,0,0,0,0.3,0,0,0,0.5,0,Steve Yoder 
2113,weber-state,1981,Big Sky,0.536,69.7,Maury Carr,15,0,4.1,0.3,0,0,0.667,1,0.1,0.2,0.1,0.9,1.1,Neil McCarthy 
2114,middle-tennessee,1981,OVC,0.733,64.3,Maury Mapes,28,10,14.4,0.4,0,0,0.778,1,1.6,0.3,0.1,1,2.6,Stan Simpson 
2115,north-carolina-state,1981,ACC,0.688,57.5,Max Perry,20,0,0,0.375,0,0,0.455,0.2,0.8,0.2,0,0,0.6,Jim Valvano 
2116,charleston-southern,1981,Ind,0.5,62.2,McKither Bodison,25,0,0,0.423,0,0,0.6,1.9,0,0,0,0,5,Phil Carter 
2117,central-michigan,1981,MAC,0.385,68.1,Mel McLaughlin,25,0,0,0.513,0,0,0.78,2.8,3.4,2.1,0,0,23.2,Dick Parfitt 
2118,gonzaga,1981,WCAC,0.556,64.9,Melvin Bonds,13,0,2.5,0.333,0,0,0.583,0.7,0.1,0,0,0.4,1,Jay Hillock 
2119,charlotte,1981,Sun Belt,0.556,72.6,Melvin Johnson,27,27,31.3,0.479,0,0,0.842,6.9,1.4,0.7,0.6,0,12.2,Mike Pratt 
2120,mercer,1981,A-Sun,0.593,69.6,Melvin Randall,17,0,0,0.32,0,0,0.467,0.8,0,0,0,0,1.4,Bill Bibb 
2121,mississippi-valley-state,1981,SWAC,0.231,70.6,Melvin Taylor,18,0,0,0.511,0,0,0.765,2,0,0,0,0,3.4,Pop Gaines 
2122,kentucky,1981,SEC,0.733,73.3,Melvin Turpin,30,30,30.4,0.582,0,0,0.679,7.1,0,0.9,2.2,2.1,13.1,Joe B. Hall 
2123,north-texas,1981,Southland,0.556,83.6,Merritt Williams,12,0,5.3,0.5,0,0,0.333,0.7,0,0,0,0.4,1.6,Bill Blakeley 
2124,tulane,1981,Metro,0.679,66.6,Micah Blunt,24,11,13.3,0.554,0,0,0.517,3.2,0.6,0,0.1,1.6,4.5,Ned Fowler 
2125,boston-college,1981,Big East,0.688,77.8,Michael Adams,26,0,14.6,0.495,0,0,0.59,1.2,1.5,1.1,0.1,1.1,5.3,Tom Davis 
2126,cal-state-fullerton,1981,PCAA,0.563,65.3,Michael Anderson,31,27,27.5,0.474,0,0,0.688,4.5,1.6,0.5,0.1,1.9,5.3,George McQuarn 
2127,prairie-view,1981,SWAC,0.08,67.6,Michael Black,17,0,0,0.25,0,0,0.75,2.4,0,0,0,0,2.5,Calvin White 
2128,colorado-state,1981,WAC,0.296,56.9,Michael Bland,25,0,0,0.4,0,0,0.605,3.1,1.1,0,0,0,5.4,Tony McAndrews 
2129,tennessee,1981,SEC,0.667,65.5,Michael Brooks,29,25,31.9,0.469,0,0,0.852,1.4,3.3,1.1,0.1,2.4,11.6,Don DeVoe 
2130,pennsylvania,1981,Ivy,0.63,64.7,Michael Brown,27,0,27,0.514,0,0,0.75,5.7,1.3,1,0.7,2.2,10.4,Bob Weinhauer 
2131,san-diego-state,1981,WAC,0.69,73,Michael Cage,29,29,37.1,0.488,0,0,0.661,8.8,1.5,1.2,0.9,1.8,11,Smokey Gaines 
2132,california,1981,Pac-10,0.519,66.9,Michael Chavez,27,0,31.1,0.464,0,0,0.873,1.1,3.3,1.4,0.1,2.3,10.3,Dick Kuchen 
2133,virginia-tech,1981,Metro,0.645,78.6,Michael Cooke,22,0,7.5,0.556,0,0,0.364,1.6,0.3,0.5,0.5,0.3,2.2,Charles Moir 
2134,san-jose-state,1981,PCAA,0.5,57.5,Michael Dixon,22,0,18.1,0.38,0,0,0.757,0.9,2.9,0,0,0,3.7,Bill Berry 
2135,villanova,1981,Big East,0.75,73.7,Michael Enright,9,0,0,0.45,0,0,0.818,1.6,0,0,0,0,3,Rollie Massimino 
2136,ucla,1981,Pac-10,0.778,70.7,Michael Holton,27,12,25.1,0.487,0,0,0.708,2.4,2,0.7,0.1,1.8,7.3,Larry Farmer 
2137,st-bonaventure,1981,EAA,0.5,62.5,Michael Hunt,23,9,15.9,0.458,0,0,0.581,2.7,0.3,0.3,0.1,0.9,2.7,Jim Satalin 
2138,creighton,1981,MVC,0.259,63.6,Michael Jaco,23,0,7.9,0.271,0,0,0.5,1.1,0.5,0.4,0.2,0.5,1.6,Willie Reed 
2139,south-alabama,1981,Sun Belt,0.429,72.4,Michael James,26,9,15.7,0.367,0,0,0.7,1.2,3.6,0.5,0.1,1.7,2,Cliff Ellis 
2140,northwestern,1981,Big Ten,0.296,59.6,Michael Jenkins,27,26,31,0.365,0,0,0.651,2.8,2.7,0.7,0.1,0,6,Rich Falk 
