team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
houston-baptist,2014,Southland,0.429,72.4,"Josh Ibarra",27,9,16.6,0.635,0.635,0,0.543,6.5,0.6,0.4,2,1.2,6.1,"Ron Cottrell "
towson,2014,CAA,0.375,63.6,"Josh Ivory",24,10,11.3,0.22,0.143,0.259,0.5,0.7,1.3,0.3,0,0.8,1.2,"Pat Skerry "
iupui,2014,Summit,0.323,60.7,"Josh James",31,13,12.8,0.481,0.481,0,0.688,2.8,0.4,0.3,0.5,1,3.2,"Jason Gardner "
monmouth,2014,MAAC,0.545,64.7,"Josh James",13,11,23.5,0.319,0.315,0.333,0.722,2.5,1.2,0.4,0,1.7,4.8,"King Rice "
richmond,2014,A-10,0.6,66.1,"Josh Jones",34,0,10,0.38,0.579,0.308,0.625,1.1,0.6,0.1,0.1,0.3,2.4,"Chris Mooney "
central-michigan,2014,MAC,0.719,78.3,"Josh Kozinski",32,0,17.6,0.376,0.5,0.374,0.733,1.3,0.3,0.4,0,0.2,7.4,"Keno Davis "
southeast-missouri-state,2014,OVC,0.433,69.6,"Josh Langford",22,1,14.6,0.402,0.418,0.308,0.706,1.8,0.3,0.4,0.3,1.2,4.6,"Dickey Nutt "
belmont,2014,OVC,0.667,74.2,"Josh Lester",14,0,3.1,0.333,0.375,0,0.4,0.6,0.1,0,0,0.1,0.6,"Rick Byrd "
minnesota,2014,"Big Ten",0.545,74.2,"Josh Martin",7,0,5.4,0.429,0.5,0,0.333,1,0,0,0.4,0.9,1.3,"Richard Pitino "
jacksonville,2014,A-Sun,0.313,64.3,"Josh Murray",16,0,8.1,0.333,0.333,0,1,1.3,0.1,0.4,0.4,0.2,0.9,"Tony Jasick "
pittsburgh,2014,ACC,0.559,67,"Josh Newkirk",34,4,20.7,0.377,0.421,0.301,0.667,1.3,2.7,0.5,0,1.4,5.9,"Jamie Dixon "
iowa,2014,"Big Ten",0.647,69.8,"Josh Oglesby",33,1,18.9,0.282,0.25,0.292,1,1.9,1.5,0.3,0.1,0.6,3.2,"Fran McCaffery "
maryland-baltimore-county,2014,AEC,0.133,56.1,"Josh Olabosipo",4,0,0.8,0,0,0,0,0,0,0,0,0,0,"Aki Thomas "
gonzaga,2014,WCC,0.921,78.7,"Josh Perkins",5,0,20.2,0.5,0.625,0.4,0.75,1,3.4,0.8,0.2,2,5,"Mark Few "
arkansas-state,2014,"Sun Belt",0.379,64.4,"Josh Pierre",8,0,2.8,0,0,0,0,0.4,0,0.1,0,0.1,0,"John Brady "
eastern-illinois,2014,OVC,0.545,63.5,"Josh Piper",33,18,16.2,0.386,0.463,0.333,0.667,2.8,0.8,0.2,0.3,0.5,4.2,"Jay Spoonhour "
kansas,2014,"Big 12",0.75,71.1,"Josh Pollard",7,0,1.9,0.25,0.25,0,0,0.3,0.1,0.1,0,0.1,0.3,"Bill Self "
colorado,2014,Pac-12,0.471,69,"Josh Repine",4,0,1,0,0,0,0,0,0,0,0,0,0,"Tad Boyle "
tennessee,2014,SEC,0.5,63.3,"Josh Richardson",32,32,36.3,0.461,0.509,0.359,0.798,4.5,3.6,2.1,0.5,2.7,16,"Donnie Tyndall "
california-davis,2014,"Big West",0.781,70.7,"Josh Ritchart",31,30,24,0.495,0.534,0.457,0.744,4.1,0.8,0.4,0.4,1.2,11.8,"Jim Les "
austin-peay,2014,OVC,0.267,64.6,"Josh Robinson",30,6,21.5,0.364,0.359,0.37,0.765,1.7,0.7,0.7,0,1.2,9.9,"Dave Loos "
colorado,2014,Pac-12,0.471,69,"Josh Scott",26,25,30.8,0.544,0.549,0.25,0.752,8.4,1.1,0.7,1.8,0.9,14.5,"Tad Boyle "
brigham-young,2014,WCC,0.714,83.7,"Josh Sharp",23,10,10.3,0.571,0.588,0.5,0.667,2.3,0.7,0.3,0.4,0.3,1.4,"Dave Rose "
clemson,2014,ACC,0.516,62.7,"Josh Smith",31,0,9.5,0.52,0.52,0,0.622,2.7,0.1,0.2,0.2,0.5,2.4,"Brad Brownell "
lipscomb,2014,A-Sun,0.452,72,"Josh Williams",31,31,31.5,0.48,0.56,0.392,0.732,4.9,2,1.4,0.2,2.3,16.9,"Casey Alexander "
bucknell,2014,Patriot,0.559,68.8,"Joshea Singleton",3,0,3.7,0.333,0,0.5,0.5,0,0,0,0,0,1.3,"Dave Paulsen "
chicago-state,2014,WAC,0.25,58,"Joshua Batson",29,14,11,0.26,0.275,0.231,0.52,1,0.9,0.8,0,1,2,"Tracy Dildy "
grand-canyon,2014,WAC,0.531,68.7,"Joshua Braun",32,26,26.8,0.46,0.542,0.381,0.775,4.9,0.8,0.8,0.8,0.7,11.8,"Dan Majerle "
southeastern-louisiana,2014,Southland,0.281,68.3,"Joshua Filmore",21,20,34.4,0.414,0.506,0.36,0.649,2.7,2.2,0.8,0,1.7,12.2,"Jay Ladner "
texas-southern,2014,SWAC,0.629,68.3,"Joshua Friar",9,3,6.2,0.5,0.5,0,0,0.9,0.2,0,0.2,0.2,0.4,"Mike Davis "
pittsburgh,2014,ACC,0.559,67,"Joshua Ko",5,0,1.2,0.25,0,0.5,0,0.2,0,0,0.2,0,0.6,"Jamie Dixon "
chicago-state,2014,WAC,0.25,58,"Joshua Meier",31,20,20.7,0.371,0.367,1,0.621,4,0.6,0.6,0.5,1.9,5,"Tracy Dildy "
miami-oh,2014,MAC,0.406,66.3,"Joshua Oswald",12,0,6.3,0.294,0.417,0,0.75,1.3,0.4,0.3,0.1,0.3,1.1,"John Cooper "
middle-tennessee,2014,CUSA,0.528,63.5,"Joshua Phillips",17,1,8.9,0.296,0.296,0,0.611,1.7,0.3,0.2,0.3,0.6,1.6,"Kermit Davis "
georgetown,2014,"Big East",0.667,70.9,"Joshua Smith",33,32,20.5,0.621,0.621,0,0.646,5.8,1.2,1,0.7,2,10.8,"John Thompson "
loyola-marymount,2014,WCC,0.258,62.2,"Joshua Spiers",15,1,7.3,0.364,0.333,0.375,0.5,0.6,0.3,0,0.1,0.5,1.7,"Mike Dunlap "
south-dakota-state,2014,Summit,0.686,73.5,"Joshua White",2,0,3.5,0.4,0.25,1,0,1.5,0.5,0.5,0.5,0.5,2.5,"Scott Nagy "
north-dakota,2014,"Big Sky",0.267,67.7,"Josiah Coleman",29,6,13.7,0.391,0.511,0.302,0.76,2.7,0.4,0.6,0,0.8,4.3,"Brian Jones "
denver,2014,Summit,0.4,62.2,"Josiah Dunn",5,0,0.6,0,0,0,0,0.4,0,0,0,0,0,"Joe Scott "
canisius,2014,MAAC,0.545,65.7,"Josiah Heath",33,33,25.8,0.513,0.523,0,0.566,6.8,1.2,0.9,1.1,1.1,9.9,"Jim Baron "
tennessee-tech,2014,OVC,0.4,70.6,"Josiah Moore",30,8,22.5,0.421,0.467,0.349,0.676,4.9,1.4,0.6,0.1,1.4,8.9,"Steve Payne "
maryland-baltimore-county,2014,AEC,0.133,56.1,"Jourdan Grant",30,30,34.9,0.374,0.422,0.224,0.56,4.6,4,1.6,0.2,3.3,8.5,"Aki Thomas "
houston-baptist,2014,Southland,0.429,72.4,"Jourdan Stickler",26,2,14.4,0.408,0.456,0.351,0.681,2.2,0.7,0.5,0,0.8,5.9,"Ron Cottrell "
bowling-green-state,2014,MAC,0.636,66.5,"Jovan Austin",33,5,16.5,0.379,0.397,0.318,0.633,1.4,2.6,0.5,0.1,1.9,3.5,"Chris Jans "
arkansas-pine-bluff,2014,SWAC,0.375,59.8,"Jovaughn Love",26,24,27,0.38,0.407,0.297,0.663,5,1,0.6,1.1,1.8,10.9,"George Ivory "
brown,2014,Ivy,0.419,66.1,"JR Hobbie",31,14,26.6,0.392,0.25,0.408,0.897,1.4,0.5,0.4,0,0.9,8.5,"Mike Martin "
wright-state,2014,Horizon,0.355,64.2,"JT Yoho",16,14,33.2,0.426,0.478,0.329,0.8,6.4,2.1,0.8,0.3,2.3,15.6,"Billy Donlon "
marquette,2014,"Big East",0.406,65.1,"Juan Anderson",31,27,28.5,0.49,0.533,0.348,0.553,5.7,1.7,1.1,0.4,2.1,8.3,"Steve Wojciechowski "
texas-am,2014,SEC,0.636,67.8,"Juan Aparicio",1,0,2,0,0,0,0,1,0,0,1,0,0,"Billy Kennedy "
missouri-kansas-city,2014,WAC,0.424,65.6,"Juan Ramon Rivas",8,0,7.1,0.211,0.25,0.143,1,0.8,0.3,0.3,0,0.5,1.5,"Kareem Richardson "
hofstra,2014,CAA,0.588,78.5,"Juanya Green",34,34,36.4,0.382,0.418,0.335,0.825,4.3,6.5,1.4,0.3,2.5,17.1,"Joe Mihalich "
valparaiso,2014,Horizon,0.824,69.6,"Jubril Adekoya",32,4,19.8,0.479,0.482,0.333,0.559,4.2,0.7,0.5,0.3,0.9,4.7,"Bryce Drew "
florida-gulf-coast,2014,A-Sun,0.667,67.4,"Julian DeBose",30,25,31.1,0.432,0.495,0.317,0.716,3.9,1.4,0.9,0.8,1.4,11.6,"Joe Dooley "
virginia-military-institute,2014,Southern,0.367,80.5,"Julian Eleby",28,8,25,0.368,0.425,0.304,0.78,4.5,2.8,1,0.1,2.4,11.1,"Duggar Baucom "
texas-arlington,2014,"Sun Belt",0.516,71.6,"Julian Harris",18,0,7.2,0.344,0.263,0.462,0,1.2,0.3,0.1,0.1,0.5,1.6,"Scott Cross "
southern-california,2014,Pac-12,0.375,67,"Julian Jacobs",32,22,27.1,0.502,0.542,0.281,0.671,4.3,3.5,1.1,0.4,2.6,8.4,"Andy Enfield "
penn-state,2014,"Big Ten",0.529,66.9,"Julian Moore",33,1,7.6,0.525,0.513,1,0.389,1.6,0,0.1,0.4,0.5,1.5,"Patrick Chambers "
niagara,2014,MAAC,0.267,64.3,"Julian Richardson",11,0,8,0.318,0.444,0.231,0.875,0.5,0.5,0.2,0,0.5,2.2,"Chris Casey "
george-mason,2014,A-10,0.29,64.4,"Julian Royal",18,1,12.4,0.358,0.397,0.111,0.667,2.4,0.2,0.2,0.3,0.9,3.4,"Paul Hewitt "
texas-el-paso,2014,CUSA,0.667,69.2,"Julian Washburn",33,31,33.8,0.415,0.433,0.381,0.719,4.1,2.6,0.9,0.6,1.3,10.3,"Tim Floyd "
north-carolina-at,2014,MEAC,0.281,58.9,"Julien Johnson",9,0,2.2,0.286,0.5,0.2,0.75,0.6,0,0.1,0,0.1,0.9,"Cy Alexander "
fresno-state,2014,MWC,0.469,65.2,"Julien Lewis",32,28,29.5,0.397,0.469,0.212,0.792,3.8,1.1,1.5,0.3,1.7,11.3,"Rodney Terry "
utah-state,2014,MWC,0.581,66.6,"Julion Pearre",31,24,23.5,0.35,0.36,0.343,0.744,2.1,1.6,0.7,0.1,1.2,6.2,"Stew Morrill "
toledo,2014,MAC,0.606,75.2,"Julius Brown",33,33,33.3,0.464,0.508,0.4,0.857,2.2,4.4,0.9,0.3,2.2,16.3,"Tod Kowalczyk "
loyola-il,2014,MVC,0.649,62.8,"Julius Rajala",19,0,6.3,0.467,0.464,0.5,0.636,1.1,0.1,0.1,0.3,0.5,1.9,"Porter Moser "
rutgers,2014,"Big Ten",0.313,59.3,"Junior Etou",31,31,29.6,0.391,0.436,0.311,0.662,6.6,0.6,0.4,0.4,1.2,7.4,"Eddie Jordan "
rider,2014,MAAC,0.636,65.2,"Junior Fortunat",30,3,9.9,0.603,0.603,0,0.377,1.6,0.1,0.1,0.5,0.7,3,"Kevin Baggett "
providence,2014,"Big East",0.647,69.7,"Junior Lomomba",31,13,11.1,0.326,0.371,0.182,0.656,1.2,0.4,0.3,0,0.4,1.7,"Ed Cooley "
washington-state,2014,Pac-12,0.419,70.6,"Junior Longrus",31,11,11.7,0.5,0.5,0,0.321,2.9,0.5,0.3,0.4,0.4,1.5,"Ernie Kent "
mount-st-marys,2014,NEC,0.5,63.1,"Junior Robinson",30,29,24.5,0.362,0.384,0.333,0.753,1.4,3.3,0.9,0.1,2,8.2,"Jamion Christian "
ipfw,2014,Summit,0.516,70,"Jure Gunjima",30,0,8.1,0.465,0.641,0.25,0.714,1.7,0.4,0.2,0.1,0.5,2.6,"Jon Coffman "
mississippi-valley-state,2014,SWAC,0.188,63.9,"Jurmelle Hall",18,4,9.6,0.298,0.353,0.275,0.667,1.6,0.4,0.4,0.1,0.6,2.7,"Andre Payne "
american,2014,Patriot,0.515,58.7,"Justice Montgomery",11,0,1.4,0,0,0,0,0.1,0.1,0,0,0,0,"Mike Brennan "
boston-university,2014,Patriot,0.433,67.9,"Justin Alston",30,30,25,0.571,0.574,0,0.691,5.4,0.9,0.6,0.7,1.6,8.3,"Joe Jones "
virginia,2014,ACC,0.882,65.4,"Justin Anderson",26,22,27.8,0.466,0.479,0.452,0.78,4,1.7,0.7,0.5,1.2,12.2,"Tony Bennett "
long-beach-state,2014,"Big West",0.485,66.3,"Justin Bibbins",33,0,7.8,0.324,0.563,0.143,0.625,0.5,0.8,0.2,0,0.6,1.3,"Dan Monson "
virginia-tech,2014,ACC,0.333,65.3,"Justin Bibbs",29,20,29.8,0.427,0.435,0.413,0.653,3,1.8,0.4,0,1.9,11.4,"Buzz Williams "
bryant,2014,NEC,0.516,66.4,"Justin Brickman",3,0,1,0,0,0,0,0.3,0.3,0,0,0.3,0,"Tim OShea "
western-carolina,2014,Southern,0.469,70.3,"Justin Browning",31,12,25,0.552,0.622,0.308,0.726,4.5,1.6,1.5,0.9,1.5,5.8,"Larry Hunter "
california-santa-barbara,2014,"Big West",0.576,68.4,"Justin Burks",2,0,8,0.5,0,0.5,0,0,0,0,0,0.5,1.5,"Bob Williams "
holy-cross,2014,Patriot,0.467,66,"Justin Burrell",30,29,27.3,0.371,0.405,0.32,0.826,1.8,4.1,1.3,0,1.8,9.7,"Milan Brown "
north-carolina,2014,ACC,0.684,77.7,"Justin Coleman",10,0,1.9,0,0,0,0.5,0.3,0.3,0,0,0.1,0.1,"Roy Williams "
alabama-am,2014,SWAC,0.31,62,"Justin Colvin",28,7,17.9,0.348,0.434,0.294,0.628,1.8,1.1,0.5,0.1,1,5.3,"Willie Hayes "
kennesaw-state,2014,A-Sun,0.313,63.3,"Justin Diecker",12,1,6.5,0.385,0.385,0,0.5,0.6,0.1,0.1,0.3,0.6,1.1,"Jimmy Lallathin "
stephen-f-austin,2014,Southland,0.853,78.6,"Justin Dotson",19,0,5.4,0.394,0.524,0.167,0.588,1,0.4,0.5,0.2,0.6,2,"Brad Underwood "
toledo,2014,MAC,0.606,75.2,"Justin Drummond",33,33,29.4,0.479,0.509,0.387,0.779,4.6,1.9,0.7,0.5,2,13.1,"Tod Kowalczyk "
california-davis,2014,"Big West",0.781,70.7,"Justin Dueck",5,0,4.6,0,0,0,0.25,0.8,0,0.2,0.4,0.6,0.2,"Jim Les "
marshall,2014,CUSA,0.344,66.8,"Justin Edmonds",31,24,23,0.387,0.44,0.353,0.609,2.6,1.3,0.8,0.1,1.8,9.8,"Dan DAntoni "
kansas-state,2014,"Big 12",0.469,63,"Justin Edwards",32,14,21.1,0.389,0.443,0.296,0.571,3.3,1.7,1.2,0.3,1.1,6.3,"Bruce Weber "
indiana-state,2014,MVC,0.484,66.5,"Justin Gant",30,29,28.3,0.429,0.47,0.324,0.667,4.2,0.8,0.6,0.9,1.4,9.6,"Greg Lansing "
lehigh,2014,Patriot,0.533,68.1,"Justin Goldsborough",30,22,23.4,0.581,0.581,0,0.606,5.8,0.6,0.4,1.3,1.6,7.5,"Brett Reed "
wofford,2014,Southern,0.8,66.6,"Justin Gordon",35,32,21.2,0.547,0.545,1,0.542,4,1.3,0.5,0.5,1.5,7.5,"Mike Young "
hartford,2014,AEC,0.467,61.9,"Justin Graham",30,4,24.5,0.419,0.488,0.342,0.729,2.2,1.6,0.8,0,1.3,6.9,"John Gallagher "
texas-tech,2014,"Big 12",0.406,60.9,"Justin Gray",16,13,18.8,0.493,0.552,0,0.717,2.8,0.5,0.6,0.6,0.9,6.7,"Tubby Smith "
air-force,2014,MWC,0.452,65.7,"Justin Hammonds",25,22,21,0.547,0.564,0.417,0.609,3.7,2,0.8,0.2,1.7,6.4,"Dave Pilipovich "
quinnipiac,2014,MAAC,0.5,69.7,"Justin Harris",30,28,26.9,0.429,0.455,0.071,0.793,6.4,0.8,0.3,1.1,1.4,8.3,"Tom Moore "
north-carolina,2014,ACC,0.684,77.7,"Justin Jackson",38,37,26.7,0.477,0.544,0.304,0.71,3.7,2.3,0.5,0.5,1.4,10.7,"Roy Williams "
texas-tech,2014,"Big 12",0.406,60.9,"Justin Jamison",9,0,7.1,0.421,0.4,0.5,0.667,2,0.2,0.1,0.1,0.4,2.7,"Tubby Smith "
western-kentucky,2014,CUSA,0.625,71.4,"Justin Johnson",31,1,15.5,0.504,0.517,0,0.433,4.1,0.7,0.4,0.5,0.6,4.8,"Ray Harper "
milwaukee,2014,Horizon,0.467,65.4,"Justin Jordan",30,15,21.4,0.377,0.429,0.324,0.639,2.2,1.1,0.3,0.1,1.1,5,"Rob Jeter "
southeastern-louisiana,2014,Southland,0.281,68.3,"Justin Lobell",15,7,10.7,0.444,0.333,0.458,0,1.1,0.3,0.3,0,0.3,2.3,"Jay Ladner "
southern-methodist,2014,AAC,0.794,69.1,"Justin Martin",10,1,12.2,0.5,0.593,0.308,0.722,2.2,0.7,0.4,0,1,5.7,"Larry Brown "
florida-atlantic,2014,CUSA,0.31,62.6,"Justin Massey",29,11,25.3,0.418,0.437,0.404,0.695,3,1.3,0.6,0.1,1,7.5,"Michael Curry "
central-florida,2014,AAC,0.4,66,"Justin McBride",29,11,13.7,0.507,0.507,0,0.731,4.3,0.1,0.4,0.9,1.4,6.3,"Donnie Jones "
illinois-state,2014,MVC,0.629,68.1,"Justin McCloud",30,0,11.7,0.37,0.167,0.387,0.8,1,0.5,0.3,0,0.3,3.1,"Dan Muller "
binghamton,2014,AEC,0.188,57.7,"Justin McFadden",30,23,27.1,0.386,0.426,0.304,0.741,3.6,1.6,0.9,0.5,1.6,6.8,"Tommy Dempsey "
south-carolina,2014,SEC,0.515,65,"Justin McKie",25,0,11.3,0.388,0.484,0.306,0.783,1.8,0.3,0.4,0.1,0.4,3.2,"Frank Martin "
wright-state,2014,Horizon,0.355,64.2,"Justin Mitchell",28,12,17.2,0.469,0.469,0,0.673,2.9,1.1,0.9,0.2,0.7,4.5,"Billy Donlon "
buffalo,2014,MAC,0.697,74.6,"Justin Moss ",33,32,30,0.521,0.526,0,0.73,9.2,0.6,1,0.8,2.2,17.5,"Bobby Hurley "
florida-atlantic,2014,CUSA,0.31,62.6,"Justin Raffington",19,19,29.7,0.432,0.47,0.217,0.574,7.6,0.9,0.4,0.9,2.4,9.2,"Michael Curry "
louisiana-monroe,2014,"Sun Belt",0.632,64.6,"Justin Roberson",38,28,27.9,0.396,0.428,0.186,0.736,4,2.8,1.2,0.2,1.9,8.9,"Keith Richard "
monmouth,2014,MAAC,0.545,64.7,"Justin Robinson",33,33,32.2,0.42,0.458,0.369,0.793,3.4,3.6,1.7,0,1.9,13.4,"King Rice "
yale,2014,Ivy,0.688,65.6,"Justin Sears",31,30,32.6,0.512,0.515,0.333,0.691,7.5,1.5,1.1,2.4,2.7,14.3,"James Jones "
murray-state,2014,OVC,0.829,79,"Justin Seymour",35,0,20.3,0.411,0.381,0.435,0.656,2.2,1.2,0.6,0.3,1.2,7.1,"Steve Prohm "
oregon-state,2014,Pac-12,0.548,60.9,"Justin Stangel",10,1,3,0.5,0.5,0,0.5,0.4,0,0,0.1,0.3,0.3,"Wayne Tinkle "
sacramento-state,2014,"Big Sky",0.636,71,"Justin Strings",25,0,4.2,0.615,0.615,0,0.385,0.7,0.3,0,0.1,0.1,0.8,"Brian Katz "
virginia-commonwealth,2014,A-10,0.722,72.5,"Justin Tillman",35,1,12.3,0.538,0.544,0,0.484,2.5,0.1,0.3,1,0.4,3.6,"Shaka Smart "
chattanooga,2014,Southern,0.688,72.7,"Justin Tuoyo",32,31,28.8,0.538,0.549,0.25,0.637,6.4,0.8,0.8,3.3,1.5,10.2,"Will Wade "
duke,2014,ACC,0.897,79.3,"Justise Winslow",39,39,29.1,0.486,0.516,0.418,0.641,6.5,2.1,1.3,0.9,1.8,12.6,"Mike Krzyzewski "
iupui,2014,Summit,0.323,60.7,"Justus Stanback",31,15,8.8,0.521,0.536,0,0,1.2,0.2,0.3,0.2,0.7,2.4,"Jason Gardner "
alcorn-state,2014,SWAC,0.188,64.6,"Juwan Henderson",11,5,19.3,0.196,0.214,0.167,0.833,2,2.7,1.3,0.1,1.5,2.4,"Luther Riley "
detroit-mercy,2014,Horizon,0.455,70.7,"Juwan Howard",33,32,31.6,0.434,0.447,0.408,0.85,4.1,2.4,0.9,0.3,2.1,17.5,"Ray McCallum "
southern-utah,2014,"Big Sky",0.345,69.3,"Juwan Major",29,21,21.4,0.532,0.577,0.214,0.593,1.9,1.3,0.4,0.2,1.7,5.3,"Nick Robinson "
georgia,2014,SEC,0.636,68.2,"Juwan Parker",18,14,20.2,0.384,0.469,0.208,0.75,3.7,0.8,0.6,0.1,1.2,4.9,"Mark Fox "
west-virginia,2014,"Big 12",0.714,72.6,"Juwan Staten",30,30,31.3,0.421,0.433,0.362,0.702,2.7,4.6,1.1,0,2,14.2,"Bob Huggins "
southern-illinois,2014,MVC,0.364,59.6,"K.C. Goodwin",23,6,18.2,0.254,0.154,0.324,0.667,1.7,0.9,0.6,0,1.4,2.5,"Barry Hinson "
auburn,2014,SEC,0.429,67.9,"K.C. Ross-Miller",35,27,25.1,0.362,0.395,0.3,0.766,2.1,2.4,1.5,0,2.3,7.1,"Bruce Pearl "
chattanooga,2014,Southern,0.688,72.7,"K.J. Bates",6,0,4,0.167,0.25,0,0,1,0.3,0.3,0,0.5,0.3,"Will Wade "
high-point,2014,"Big South",0.697,72.9,"K.J. James",24,0,8.4,0.515,0.515,0,0.4,1.8,0.5,0.3,0.2,0.5,1.8,"Scott Cherry "
marist,2014,MAAC,0.219,61.2,"K.J. Lee",30,12,26.1,0.398,0.413,0.368,0.641,2.6,1.7,0.7,0.1,1.5,4.3,"Mike Maker "
fairfield,2014,MAAC,0.226,59.5,"K.J. Rose",28,14,23.1,0.313,0.32,0.294,0.585,2.6,2.7,0.9,0.1,2,4.7,"Sydney Johnson "
auburn,2014,SEC,0.429,67.9,"K.T. Harrell",35,35,33,0.453,0.475,0.434,0.814,3,1.5,0.9,0.1,2.5,18.5,"Bruce Pearl "
bradley,2014,MVC,0.273,57,"KaDarryl Bell",31,23,26.1,0.343,0.336,0.356,0.675,2.3,2.1,1,0.1,1.9,6.1,"Geno Ford "
rutgers,2014,"Big Ten",0.313,59.3,"Kadeem Jack",30,29,31,0.427,0.444,0.313,0.579,6.4,1.1,0.9,0.7,2.6,13,"Eddie Jordan "
richmond,2014,A-10,0.6,66.1,"Kadeem Smithen",23,0,3.6,0.308,0.333,0.286,0.333,0.3,0.2,0.1,0,0,0.5,"Chris Mooney "
texas-arlington,2014,"Sun Belt",0.516,71.6,"Kaelon Wilson",31,6,19.6,0.44,0.51,0.315,0.588,3.5,0.5,0.4,0.6,1,5.8,"Scott Cross "
sam-houston-state,2014,Southland,0.743,74.1,"Kaheem Ransom",35,35,28.7,0.352,0.4,0.328,0.83,4.4,4,1.3,0.1,1.7,9.9,"Jason Hooten "
southern-california,2014,Pac-12,0.375,67,"Kahlil Dukes",20,0,7.2,0.4,0.381,0.421,0.5,0.3,0.2,0.1,0,0.2,2.1,"Andy Enfield "
rider,2014,MAAC,0.636,65.2,"Kahlil Thomas",20,15,18.4,0.484,0.519,0.25,0.489,3.9,0.8,0.3,0.7,1.2,5.8,"Kevin Baggett "
lehigh,2014,Patriot,0.533,68.1,"Kahron Ross",30,29,31.6,0.399,0.43,0.324,0.798,2.8,5.8,1.2,0.1,2.3,10.4,"Brett Reed "
santa-clara,2014,WCC,0.438,63.3,"Kai Healy",22,1,10.5,0.526,0.6,0.444,0.818,0.9,0.2,0.3,0,0.5,2.6,"Kerry Keating "
nevada,2014,MWC,0.29,60.5,"Kaileb Rodriguez",30,9,14.1,0.255,0.255,0,0.5,2.4,0.3,0.1,0.4,0.8,1.1,"David Carter "
texas-san-antonio,2014,CUSA,0.467,70.7,"Kaj-Bjorn Sherman",29,29,30,0.567,0.567,0,0.769,7,1.1,0.8,0.5,1.7,12,"Brooks Thompson "
tulane,2014,AAC,0.484,63.6,"Kajon Mack",31,1,14.2,0.419,0.534,0.229,0.75,2.3,0.7,0.5,0.2,1,3.3,"Ed Conroy "
syracuse,2014,ACC,0.581,67.6,"Kaleb Joseph",31,30,27.3,0.376,0.418,0.2,0.719,2.2,3.8,0.9,0.1,2.3,5.9,"Jim Boeheim "
ball-state,2014,MAC,0.233,65.4,"Kaleb Mallory",13,2,8.3,0.313,0.364,0.2,0.429,0.3,1,0.4,0.1,0.5,1.1,"James Whitford "
arizona,2014,Pac-12,0.895,76.6,"Kaleb Tarczewski",38,37,26,0.572,0.572,0,0.699,5.2,0.3,0.4,0.6,1.4,9.3,"Sean Miller "
pacific,2014,WCC,0.387,64.4,"Kaleb Warner",6,0,4.2,0.4,0.667,0,0,0.8,1.2,0,0,0,0.7,"Ron Verlin "
indiana-state,2014,MVC,0.484,66.5,"Kalen Alexander",6,0,1.3,0.333,0,1,0,0.3,0.2,0,0,0,0.5,"Greg Lansing "
miami-oh,2014,MAC,0.406,66.3,"Kalif Wright",27,7,9.5,0.41,0.41,0,0.6,1.7,0,0.1,0.1,0.7,2.9,"John Cooper "
western-illinois,2014,Summit,0.286,62.4,"Kam Rowan",4,0,1.3,0,0,0,0,0,0,0.3,0,0.3,0,"Bill Wright "
ohio-state,2014,"Big Ten",0.686,75.3,"Kam Williams",35,0,14.3,0.452,0.568,0.346,0.913,1,0.5,0.5,0.1,0.2,5.4,"Thad Matta "
davidson,2014,A-10,0.75,79,"Kamau Faines",7,0,1.1,1,1,1,0.4,0,0,0,0,0.1,1,"Bob McKillop "
michigan,2014,"Big Ten",0.5,64.7,"Kameron Chatman",32,15,15.2,0.318,0.34,0.263,0.677,2.5,0.7,0.4,0.2,0.9,3.6,"John Beilein "
stony-brook,2014,AEC,0.657,65.4,"Kameron Mitchell",35,10,21.1,0.385,0.375,0.391,0.615,1.3,1,0.4,0.1,0.7,3.8,"Steve Pikiell "
butler,2014,"Big East",0.676,69,"Kameron Woods",34,34,31.3,0.506,0.506,0,0.659,9.9,1.1,1.2,0.9,1.2,7.8,"Chris Holtmann "
air-force,2014,MWC,0.452,65.7,"Kamryn Williams",11,11,28.2,0.487,0.571,0.133,0.743,6,2.7,1.5,0.8,2.3,9.5,"Dave Pilipovich "
longwood,2014,"Big South",0.324,68,"Kanayo Obi-Rapu",33,5,16.1,0.383,0.478,0.333,0.6,2.1,0.7,0.5,0.1,1.2,4.4,"Jayson Gee "
east-carolina,2014,AAC,0.424,64.1,"Kanu Aja",29,0,8.2,0.419,0.419,0,0.444,1.6,0.1,0.2,0.1,0.6,2.1,"Jeff Lebo "
fresno-state,2014,MWC,0.469,65.2,"Karachi Edo",32,20,22.4,0.564,0.564,0,0.676,4.3,0.3,0.3,1.3,0.7,8,"Rodney Terry "
morehead-state,2014,OVC,0.5,71.2,"Karam Mashour",34,27,22,0.493,0.564,0.282,0.702,5.9,0.9,1,0.4,1.3,10.9,"Sean Woods "
north-carolina-central,2014,MEAC,0.758,69,"Karamo Jawara",33,33,33.6,0.443,0.482,0.359,0.708,6.4,2.3,1.1,0.7,1.7,7.6,"LeVelle Moton "
savannah-state,2014,MEAC,0.29,56.7,"Karandeep Malhi",1,0,1,0,0,0,0,0,0,0,0,0,0,"Horace Broadnax "
